"7566","Mediatech Institute","mediatechinstitute","400 East Royal Lane Building, Suite 100","Irving","TX","70916"
"7567","MedSpa Careers Institute","medical","1001 Omni Blvd","Newport News","VA","23606"
"7568","Medical Career College of Northern California","medicalcareercollege","7475 Kanai Avenue","Citrus Heights","CA","95621"
"7569","Medical Arts School","medicalmassage","7041 Old Wake Forest Road, Suite 103","Raleigh","NC","27616"
"7570","University of Iowa Hospital and Clinics","medicine","200 Hawkins Drive","Iowa City","IA","52242"
"7571","Medix School - West","medixschool","6901 Security Boulevard","Baltimore","MD","21244"
"7572","Fortis College","medvance","6220 Westpark, Suite 180","Houston","TX","77057"
"7573","Memorial City Hospital/Memorial Hermann","memorialhermann","921 Gessner","Houston","TX","77024"
"7574","Tennessee Technology Center at Memphis","memphis","550 Alabama Ave","Memphis","TN","38105"
"7575","Memphis Theological Seminary","memphisseminary","168 East Parkway South","Memphis","TN","38104"
"7576","Mendocino College","MendocinoCollege","1000 Hensley Creek Road","Ukiah","CA","95482"
"7577","Menlo College","menlo","1000 El Camino Real","Atherton","CA","94027"
"7578","College of Menominee Nation","menominee","N172 State Highway 47&55","Keshena","WI","54135"
"7579","Merce Cunningham Studio","merce","55 Bethune Street","New York","NY","10014"
"7580","Merced College","merced","3600 M St","Merced","CA","95348"
"7581","Mercer University","mercer","1400 Coleman Avenue","Macon","GA","31207"
"7582","Mercy College - Dobbs Ferry","mercy","555 Broadway","Dobbs Ferry","NY","10522"
"7583","Mercy College of Northwest Ohio","mercycollege","2221 Madison Avenue","Toledo","OH","43604"
"7584","Mercyhurst College","mercyhurst","501 E 38th St","Erie","PA","16546"
"7585","Meredith College","meredith","3800 Hillsborough St","Raleigh","NC","27607"
"7586","Meredith Manor International Equestrian Center","meredithmanor","147 Saddle Lane","Waverly","WV","26184"
"7587","Meridian Technology Center","meridian-technology","1312 S Sangre Rd","Stillwater","OK","74074"
"7588","Meridian Community College","meridiancc","910 Hwy 19 N","Meridian","MS","39307"
"7589","Merritt College","merritt","12500 Campus Dr","Oakland","CA","94619"
"7590","Mesalands Community College","mesalands","911 S Tenth Street","Tucumcari","NM","88401"
"7591","Messenger College","messengercollege","300 E 50th St","Joplin","MO","64504"
"7592","Messiah College","messiah","One College Ave","Grantham","PA","17027"
"7593","Methodist College","methodist","5400 Ramsey St","Fayetteville","NC","28311"
"7594","Nebraska Methodist College of Nursing and Allied Health","methodistcollege","720 N. 87th Street","Omaha","NE","68114"
"7595","Inter American University of Puerto Rico - Metropolitan Campus","metro","Carretera #1 Km 16 3 Esq Calle Francisco Sein","San Juan","PR","919"
"7596","Metro Auto Electronics Training Institute, Inc.","metro-auto","111 Market Street","Kenilworth","NJ","7033"
"7597","Metro Business College of Cape Girardeau","METROBUSINESSCOLLEGE","1732 N Kingshighway","Cape Girardeau","MO","63701"
"7598","Central County Occupational Center/Program","metroed","760 Hillsdale Avenue, Building 400","San Jose","CA","95136"
"7599","Metropolitan College of New York","metropolitan","75 Varick St","New York","NY","10013"
"7600","Metropolitan College","metropolitancollege","10820 E. 45th St., Ste. B-101","Tulsa","OK","74146"
"7601","Metropolitan State University","metrostate","700 E Seventh St","Saint Paul","MN","55106"
"7602","Metro Technology Centers","metrotech","1900 Springlake Drive","Oklahoma City","OK","73111"
"7603","Mid Florida Tech","mft","2900 West Oak Ridge Road","Orlando","FL","32809"
"7604","Middle Georgia College","mgc","1100 Second St SE","Cochran","GA","31014"
"7605","Mississippi Gulf Coast Community College","mgccc","51 Main Street","Perkinston","MS","39573"
"7606","Marquette General Hospital","mgh","420 W Magnetic St","Marquette","MI","49855"
"7607","MGH Institute of Health Professions","mghihp","36 1st Avenue","Boston","MA","2129"
"7608","Mars Hill University","mhc","100 Athletic St","Mars Hill","NC","28754"
"7609","Mt. Hood Community College","mhcc","26000 SE Stark Street","Gresham","OR","97030"
"7610","The Seattle School of Theology and Psychology","mhgs","2501 Elliot Avenue","Seattle","WA","98121"
"7611","Memorial Hospital of Rhode Island","mhri","111 Brewster Street","Pawtucket","RI","2860"
"7612","Musicians Institute","mi","6752 Hollywood Boulevard","Hollywood","CA","90028"
"7613","Milwaukee Institute of Art Design","miad","273 E Erie St","Milwaukee","WI","53202"
"7614","University of Miami","miami","University Station","Coral Gables","FL","33124"
"7615","Miami Ad School","miamiadschool","955 Alton Rd","Miami Beach","FL","33139"
"7616","Maryland Institute College of Art","mica","1300 Mount Royal Ave","Baltimore","MD","21217"
"7617","Michigan Career and Technical Institute","michigan","11611 West Pine Lake Road","Plainwell","MI","49080"
"7618","Eastern International College","microtechtrainingcenter","3000 Kennedy Blvd 3rd Floor","Jersey City","NJ","7306"
"7619","Mid-America College of Funeral Service","mid-america","3111 Hamburg Pke","Jeffersonville","IN","47130"
"7620","Mid-Del Technology Center","mid-del","1621 Maple Dr","Midwest","OK","73110"
"7621","Adult Center for Education","mid-east","920 Moxahala Avenue","Zanesville","OH","43701"
"7622","Mid-America Reformed Seminary","midamerica","229 Seminary Drive","Dyer","IN","46311"
"7623","Mid-Cities Barber College","midcitiesbarbercollege","2345 SW 3rd St, Suite 101","Grand Prairie","TX","75051"
"7624","Mid-Continent University","midcontinent","99 Powell Rd E","Mayfield","KY","42066"
"7625","Middlebury College","middlebury","Old Chapel","Middlebury","VT","5753"
"7626","Middle Georgia Technical College","middlegatech","80 Cohen Walker Dr","Warner Robins","GA","31088"
"7627","Middlesex Community College - Bedford","middlesex","591 Springs Road","Bedford","MA","1730"
"7628","Middlesex County College","middlesexcc","2600 Woodbridge Avenue","Edison","NJ","8818"
"7629","Middle East Institute, The Dept. of Languages and Regional Studies","mideasti","1761 N Street NW","Washington","DC","20036"
"7630","Midland College","midland","3600 N Garfield","Midland","TX","79705"
"7631","Midlands Technical College","midlandstech","1260 Lexington Drive","West Columbia","SC","29170"
"7632","Mid Michigan Community College","midmich","1375 S Clare Ave","Harrison","MI","48625"
"7633","Mid-South Christian College","midsouthcc","3097 Knight Road","Memphis","TN","38118"
"7634","Midstate College","midstate","411 W Northmoor Road","Peoria","IL","61614"
"7635","Genesis Career College - Cookeville","midtncosmo","880-A East 10th Street","Cookeville","TN","38501"
"7636","Midway College","midway","512 E. Stephens St","Midway","KY","40347"
"7637","Midwest University","midwest","851 Parr Rd","Wentzville","MO","63385"
"7638","Midwestern University","midwestern","555 31st Street","Downers Grove","IL","60515"
"7639","Midwest Institute - Fenton","midwestinstitute","962 S. Highway Drive","Fenton","MO","63026"
"7640","Midwest Technical Institute - East Peoria","midwesttech","280 Highpoint Lane","East Peoria","IL","61611"
"7641","Midwives College of Utah","midwifery","1174 E 2700 S Suite 2","Salt Lake City","UT","84106"
"7642","National College of Midwifery","midwiferycollege","#209 State Road 240","Taos","NM","87571"
"7643","Florida School of Traditional Midwifery","midwiferyschool","810 E. University Avenue","Gainesville","FL","32601"
"7644","Frontier Nursing University","midwives","195 School Street","Hyden","KY","41749"
"7645","Milan Institute - San Antonio","milaninstitute","6804 Ingram Road","San Antonio","TX","78238"
"7646","Mildred Elley","mildred-elley","855 Central Avenue","Albany","NY","12206"
"7647","Miles College","miles","5500 Myron Massey Blvd","Fairfield","AL","35064"
"7648","Miles Community College","milescc","2715 Dickinson","Miles City","MT","59301"
"7649","Miller-Motte Technical College - Clarksville","miller-motte","1820 Business Park Dr","Clarksville","TN","37040"
"7650","Robert B. Miller College","millercollege","450 North Avenue","Battle Creek","MI","49017"
"7651","Millersville University of Pennsylvania","millersville","20 Dilworth Rd","Millersville","PA","17551"
"7652","Milligan College","milligan","1 Blowers Boulevard","Milligan College","TN","37682"
"7653","Millikin University","millikin","1184 W Main St","Decatur","IL","62522"
"7654","Mills College","mills","5000 MacArthur Blvd","Oakland","CA","94613"
"7655","Millsaps College","millsaps","1701 N State St","Jackson","MS","39210"
"7656","Milwaukee Ballet School","milwaukeeballetschool","504 West National Avenue","Milwaukee","WI","53204"
"7657","Mineral Area College","MINERALAREA","5270 Flat River Road","Park Hills","MO","63601"
"7658","Colorado School of Mines","mines","1500 Illinois St","Golden","CO","80401"
"7659","Minnesota State Community and Technical College","minnesota","1414 College Way","Fergus Falls","MN","56537"
"7660","Minot State University","minotstateu","500 University Ave W","Minot","ND","58707"
"7661","MIAT College of Technology","mioa","2955 South Haggerty Road","Canton","MI","48188"
"7662","Medical Institute of Palm Beach","mipb","5821-B Lake Worth Road","Greenacres","FL","33463"
"7663","Miracosta College","miracosta","One Barnard Dr","Oceanside","CA","92056"
"7664","San Diego Miramar College","miramarcollege","10440 Black Mountain Rd","San Diego","CA","92126"
"7665","Misericordia University","misericordia","301 Lake St","Dallas","PA","18612"
"7666","Michigan School of Professional Psychology","mispp","26811 Orchard Lake Rd.","Farmington Hills","MI","48334"
"7667","Mission College","missioncollege","3000 Mission College Blvd","Santa Clara","CA","95054"
"7668","Marinello School of Beauty - San Francisco","missmartys","1035 Market Street","San Francisco","CA","94103"
"7669","University of Missouri - Columbia","missouri","105 Jesse Hall","Columbia","MO","65211"
"7670","Missouri College of Cosmetology North","missouricosmo","3014 East Sunshine Street","Springfield","MO","65804"
"7671","Missouri State University","missouristate","901 S National","Springfield","MO","65897"
"7672","Missouri Western State University","missouriwestern","4525 Downs Dr","Saint Joseph","MO","64507"
"7673","Minot State University-Bottineau Campus","MISU-B","105 Simrall Blvd","Bottineau","ND","58318"
"7674","Massachusetts Institute of Technology","mit","77 Massachusetts Avenue","Cambridge","MA","2139"
"7675","Mitchell College","mitchell","437 Pequot Ave","New London","CT","6320"
"7676","Mifflin-Juniata Career and Technology Center","mjctc","700 Pitt St","Lewistown","PA","17044"
"7677","Michigan Jewish Institute","mji","6890 West Maple Road","West Bloomfield","MI","48237"
"7678","MJ's Beauty Academy Inc","MJSBEAUTYACADEMY","3662 West Camp Wisdom Road, Suite 2016","Dallas","TX","75237"
"7679","Milwaukee Career College","mkecc","3077 North Mayfair Road, Suite 300","Milwaukee","WI","53222"
"7680","Mountainland Applied Technology","mlatc","2301 West Ashton Road","Lehi","UT","84043"
"7681","Midland University","MLC","900 N. Clarkson","Fremont","NE","68025"
"7682","Martin Luther College","mlc-wels","1995 Luther Court","New Ulm","MN","56073"
"7683","Mary Lanning Memorial Hospital","mlmh","715 N Saint Joseph","Hastings","NE","68901"
"7684","Meharry Medical College","mmc","1005 Dr. D.B. Todd Blvd.","Nashville","TN","37208"
"7685","Marymount Manhattan College","mmm","221 E 71st St","New York","NY","10021"
"7686","Minnesota State University - Moorhead","mnstate","1104 7th Ave S","Moorhead","MN","56563"
"7687","Minnesota State University - Mankato","mnsu","228 Wiecking Center","Mankato","MN","56001"
"7688","Moore Norman Technology Center","mntechnology","4701 12th Avenue NW","Norman","OK","73069"
"7689","MidAmerica Nazarene University","mnu","2030 E College Way","Olathe","KS","66062"
"7690","Minnesota West Community and Technical College","mnwest","1593 11th Ave","Granite Falls","MN","56241"
"7691","Missouri Baptist University","mobap","One College Park Dr","Saint Louis","MO","63141"
"7692","Madison Oneida BOCES-Continuing Education","moboces","4937 Spring Rd","Verona","NY","13478"
"7693","Mount Olive College","moc","634 Henderson St","Mount Olive","NC","28365"
"7694","Model College of Hair Design","modelcollegehairdesign","201 Eighth Ave S","Saint Cloud","MN","56301"
"7695","Kaplan College - North Hollywood","MODERNTEC","6180 Laurel Canyon Blvd, Suite 101","North Hollywood","CA","91606"
"7696","Modern Technology School","moderntechschool","16560 Harbor Blvd., Units K-Q","Fountain Valley","CA","92708"
"7697","Modern Welding School","modernwelding","1842 State St","Schenectady","NY","12304"
"7698","Mohave Community College","mohave","1971 Jagerson Ave","Kingman","AZ","86409"
"7699","Molloy College","molloy","1000 Hempstead Ave","Rockville Centre","NY","11571"
"7700","Monmouth College","monm","700 E Broadway","Monmouth","IL","61462"
"7701","Monmouth University","monmouth","400 Cedar Ave","West Long Branch","NJ","7764"
"7702","Monongalia County Technical Education Center","mono","1000 Mississippi Street","Morgantown","WV","26501"
"7703","Monroe Community College","monroecc","1000 E Henrietta Rd","Rochester","NY","14623"
"7704","Monroe County Community College","MONROECCC","1555 South  Raisinville Road","Monroe","MI","48161"
"7705","Monroe College","monroecollege","2501 Jerome Avenue","Bronx","NY","10468"
"7706","Monrovia Community Adult School","monroviaschools","920 S. Mountain Avenue","Monrovia","CA","91016"
"7707","Montana State University - Bozeman","montana","P.O. Box 172420","Bozeman","MT","59717"
"7708","Montana Bible College","montanabiblecollege","3625 S 19th Ave","Bozeman","MT","59718"
"7709","Montcalm Community College","montcalm","2800 College Dr","Sidney","MI","48885"
"7710","Montclair State University","montclair","1 Normal Avenue - 855 Valley Road","Montclair","NJ","7043"
"7711","Montebello Adult Schools","montebello","149 North 21st Street","Montebello","CA","90640"
"7712","Montessori Opportunities Inc (AMS)","montessori-opportunities","2381 Plymouth Lane","Cuyahoga Falls","OH","44221"
"7713","Montessori Institute of Milwaukee","montessori6-12ami","3195 S. Superior St., L428","Milwaukee","WI","53207"
"7714","Seton Montessori Institute","MontessoriECA","5728 Virginia","Clarendon Hills","IL","60514"
"7715","Montessori Western Teacher Training Program","montessorigreenhouse","5856 Belgrave Avenue","Garden Grove","CA","92845"
"7716","Montessori Heartland Teacher Education Center","montessoriheartland","2100 48th Street","Moline","IL","61265"
